nom;code_postal;longitude;latitude
golinhac;12140;666679;6391300
goutrens;12390;650647;6370299
graissac;12420;682592;6407897
gramond;12160;649709;6352531
grand-vabre;12320;650029;6392521
l' hospitalet-du-larzac;12230;714444;6319016
huparlac;12460;682571;6400122
lacalm;12210;690505;6407880
lacroix-barrez;12600;670729;6409052
laguiole;12210;688112;6397887
laissac;12310;686455;6364566
lapanouse-de-cernon;12230;708020;6322338
lapanouse;12150;702392;6358997
lassouts;12500;689664;6377890
laval-roquecezière;12380;670219;6300179
lavernhe;12150;700000;6357885
lédergues;12170;655948;6331375
lescure-jaoul;12440;632101;6348252
lestrade-et-thouels;12430;671962;6330172
livinhac-le-haut;12300;638870;6387066
la loubière;12740;673703;6363495
luc;12450;662514;6357997
lunac;12270;629704;6348279
maleville;12350;629915;6367163
manhac;12160;657677;6350251
marcillac-vallon;12330;657841;6374690
marnhagues-et-latour;12540;704018;6309000
martiel;12200;613942;6364029
martrin;12550;669484;6314628
mayran;12390;649807;6364751
mélagues;12360;701611;6292330
meljac;12120;654387;6336941
millau;12100;706405;6333447
le monastère;12000;666520;6361307
montagnol;12360;701608;6303443
montbazens;12220;638762;6375958
montclar;12550;671913;6319061
montézic;12460;672272;6400159
montfranc;12380;665420;6305759
montjaux;12490;691993;6333449
fondamente;12540;709645;6309006
montpeyroux;12210;685722;6392338
montrozier;12630;680089;6366804
montsalès;12260;618909;6378405
morlhon-le-haut;12200;624247;6359452
mostuéjouls;12720;714386;6344570
mouret;12330;661852;6380219
moyrazès;12160;654547;6359160
murasson;12370;681478;6296802
mur-de-barrez;12600;672346;6416820
muret-le-château;12330;666609;6377970
murols;12600;666756;6405740
najac;12270;618507;6347302
nant;12230;724053;6324601
naucelle;12800;648049;6344768
naussac;12700;626885;6380529
nauviale;12330;653905;6380272
le nayrac;12190;673819;6391266
olemps;12510;665723;6361312
onet-le-château;12850;662554;6364662
palmas;12310;686460;6366787
paulhe;12520;707999;6339004
peux-et-couffouleux;12360;689531;6296784
peyreleau;12720;717589;6342356
peyrusse-le-roc;12220;630834;6378263
pierrefiche;12130;696021;6372328
pomayrols;12130;701590;6374549
pont-de-salars;12290;678450;6353479
pousthomy;12380;669441;6305739
prades-d'aubrac;12470;696026;6381215
prades-salars;12290;682438;6352355
pradinas;12240;641686;6348156
prévinquières;12350;638643;6363739
privezac;12350;634716;6369334
mounes-prohencoux;12370;682292;6300134
pruines;12320;660270;6381340
quins;12800;649674;6348088
rebourguil;12400;681513;6309026
recoules-prévinquières;12150;697607;6358997
réquista;12170;662323;6325778
rieupeyroux;12240;638567;6355963
rignac;12390;644270;6369242
rivière-sur-tarn;12640;710393;6342340
rodelle;12340;669778;6375733
rodez;12000;665711;6359090
roquefort-sur-soulzon;12250;698395;6320111
la roque-ste-marguerite;12100;717608;6335690
la rouquette;12200;617824;6356200
roussennac;12220;640321;6372611
rullac-st-cirq;12120;659988;6336903
st-amans-des-cots;12460;672262;6397937
st-andré-de-najac;12270;624046;6342789
st-andré-de-vézines;12720;721598;6339036
st-beaulize;12540;708034;6311226
st-beauzély;12620;696001;6341222
st-chély-d'aubrac;12470;693648;6386771
st-christophe-vallon;12330;652281;6375841
st-côme-d'olt;12500;685694;6380119
st-cyprien-sur-dourdou;12320;653929;6383605
ste-eulalie-d'olt;12130;694431;6374551
ste-eulalie-de-cernon;12230;710430;6320119
st-félix-de-lunel;12320;662680;6385768
st-félix-de-sorgues;12400;698392;6308999
ste-geneviève-sur-argence;12420;680229;6411236
st-geniez-d'olt;12130;698409;6374549
st-georges-de-luzençon;12100;698397;6330111
st-hippolyte;12140;667525;6401293
st-igest;12260;626768;6370532
st-izaire;12480;677530;6319039
st-jean-d'alcapiès;12250;698394;6316777
st-jean-delnous;12170;659918;6325793
st-jean-du-bruel;12230;729665;6324624
st-jean-et-st-paul;12250;700000;6314555
ste-juliette-sur-viaur;12120;661649;6346892
st-just-sur-viaur;12800;649585;6336978
st-laurent-de-lévézou;12620;697602;6344554
st-laurent-d'olt;12560;709548;6372334
st-léons;12780;698402;6346776
st-martin-de-lenne;12130;697611;6370106
st-parthem;12300;646063;6392554
ste-radegonde;12850;670495;6359066
st-rémy;12200;622747;6367247
st-rome-de-cernon;12490;697594;6324555
st-rome-de-tarn;12490;691986;6327893
st-salvadou;12200;628170;6353851
st-saturnin-de-lenne;12560;701592;6368995
st-sernin-sur-rance;12380;667850;6309080
st-sever-du-moustier;12370;675845;6297932
st-victor-et-melvieu;12400;686376;6327903
salles-courbatiès;12260;626820;6374975
salles-curan;12410;684009;6342352
salles-la-source;12330;661791;6370222
salmiech;12120;665620;6342425
salvagnac-cajarc;12260;608526;6375215
la salvetat-peyralès;12440;636083;6347100
sanvensa;12200;624180;6353898
sauclières;12230;729691;6319069
saujac;12260;612518;6376269
sauveterre-de-rouergue;12800;645670;6347010
savignac;12200;617926;6363975
sébazac-concourès;12740;668154;6369075
sébrazac;12190;673778;6381269
ségur;12290;686436;6355678
la selve;12170;662369;6333556
sénergues;12320;658732;6389126
sévérac-le-château;12150;705582;6357888
sévérac-l'eglise;12310;688047;6363451
sonnac;12700;628512;6383843
soulages-bonneval;12210;685732;6396781
sylvanès;12360;695977;6303444
tauriac-de-camarès;12360;702415;6297887
tauriac-de-naucelle;12800;644004;6339247
taussac;12600;672336;6414598
tayrac;12440;638458;6344854
la terrisse;12210;685752;6405667
thérondels;12600;681837;6420117
toulonjac;12200;620330;6365055
tournemire;12250;701605;6316777
trémouilles;12290;672051;6350171
le truel;12430;681568;6327915
vabre-tizac;12240;632148;6352696
vabres-l'abbaye;12400;687954;6314566
vailhourles;12200;613835;6356253
valady;12330;654643;6372491
valzergues;12220;637988;6378188
vaureilles;12220;636342;6372650
versols-et-lapeyre;12400;695982;6311222
veyreau;12720;723985;6342377
vézins-de-lévézou;12780;696009;6353443
viala-du-pas-de-jaux;12250;704013;6316778
viala-du-tarn;12490;690387;6330118
le vibal;12290;680061;6357917
villecomtal;12580;665832;6381307
villefranche-de-panat;12430;677573;6331261
villefranche-de-rouergue;12200;624273;6361674
villeneuve;12260;622788;6370580
vimenet;12310;693628;6366776
vitrac-en-viadène;12420;686551;6408998
viviez;12110;638043;6383742
vors;12160;656103;6353595
curan;12410;688011;6344565
aubrac;12470;698413;6391211
cenomes;12360;701609;6300109
gelle;12700;622911;6380577
la mothe;12800;653668;6348057
melvieu;12400;683972;6327908
combes;12110;640405;6381497
boyne;12640;713587;6344568
pons;12140;662779;6402430
le gua;12110;641994;6381482
aix-en-provence;13100;896477;6273126
allauch;13190;901216;6251032
alleins;13980;874941;6291400
arles;13200;831483;6287019
aubagne;13400;908697;6245710
aureille;13930;857209;6290937
auriol;13390;913197;6256980
aurons;13121;873420;6288023
la barben;13330;875962;6283646
barbentane;13570;840595;6312779
les baux-de-provence;13520;844991;6296205
beaurecueil;13100;906284;6270099
belcodène;13720;909000;6261291
berre-l'etang;13130;876453;6265869
bouc-bel-air;13320;895941;6264213
la bouilladisse;13720;909073;6259069
boulbon;13150;835043;6309324
cabannes;13440;856742;6309823
cabriès;13480;892770;6261893
cadolive;13950;906715;6256768
carry-le-rouet;13620;874449;6250247
cassis;13260;905664;6238938
ceyreste;13600;913790;6239204
charleval;13350;881325;6293802
châteauneuf-le-rouge;13790;907974;6267930
châteauneuf-les-martigues;13220;875918;6255847
châteaurenard;13160;848680;6310740
la ciotat;13600;911535;6233567
cornillon-confoux;13250;867260;6276741
cuges-les-pins;13780;919250;6246062
la destrousse;13112;910803;6255789
eguilles;13510;891494;6277422
ensuès-la-redonne;13820;878443;6252581
eygalières;13810;857072;6296492
eyguières;13430;863657;6291100
eyragues;13630;847201;6305148
la fare-les-oliviers;13580;876207;6274758
fontvieille;13990;901251;6249921
fos-sur-mer;13270;857950;6260938
fuveau;13710;908082;6264597
gardanne;13120;899988;6264339
gémenos;13420;913493;6248092
gignac-la-nerthe;13180;880750;6257094
grans;13450;867172;6280074
graveson;13690;842326;6307260
gréasque;13850;906535;6262323
istres;13800;860129;6270999
jouques;13490;912272;6284752
lamanon;13113;867687;6291205
lambesc;13410;883160;6286072
lançon-provence;13680;872077;6277981
maillane;13910;843180;6305056
mallemort;13370;875655;6294755
marignane;13700;879846;6260404
martigues;13500;866135;6257809
meyrargues;13650;904204;6284488
meyreuil;13590;902311;6267748
mimet;13105;902522;6261082
miramas;13140;861577;6277706
mollégès;13940;856934;6302047
mouriès;13890;850813;6288559
noves;13550;852724;6309725
orgon;13660;863429;6299987
paradou;13520;843456;6292836
pélissanne;13330;873541;6283579
la penne-sur-huveaune;13821;904638;6245579
les pennes-mirabeau;13170;887977;6259526
peynier;13790;914557;6264811
peypin;13124;909146;6256847
peyrolles-en-provence;13860;908165;6286840
plan-de-cuques;13380;900336;6253228
plan-d'orgon;13750;860958;6302147
port-de-bouc;13110;860463;6257665
port-st-louis-du-rhône;13230;845929;6255093
puyloubier;13114;916721;6272669
le puy-ste-réparade;13610;895998;6288678
rognac;13340;880467;6267093
rognes;13840;889547;6288483
rognonas;13870;844611;6312869
la roque-d'anthéron;13640;886965;6293965
roquefort-la-bédoule;13830;912866;6242510
roquevaire;13360;910876;6253567
le rove;13740;882434;6254917
st-andiol;13670;856852;6305379
st-antonin-sur-bayon;13100;908637;6272400
st-cannat;13760;885677;6282809
st-chamas;13250;864086;6274435
st-estève-janson;13610;891933;6289666
st-etienne-du-grès;13103;838476;6299395
st-marc-jaumegarde;13100;903680;6275576
stes-maries-de-la-mer;13460;815795;6262259
st-martin-de-crau;13310;846909;6282910
st-mitre-les-remparts;13920;863562;6263303
st-paul-lès-durance;13115;917730;6290496
st-rémy-de-provence;13210;847330;6299594
st-savournin;13119;905023;6258937
st-victoret;13730;880656;6260427
salon-de-provence;13300;869506;6283471
sausset-les-pins;13960;872015;6250181
sénas;13560;867541;6296759
septèmes-les-vallons;13240;892061;6258535
simiane-collongue;13109;896853;6260905
tarascon;13150;834404;6301530
le tholonet;13100;903787;6272243
trets;13530;916985;6264893
vauvenargues;13126;910144;6275785
velaux;13880;883576;6271630
venelles;13770;900274;6281028
ventabren;13122;885969;6272811
vernègues;13116;875002;6289178
verquières;13670;854439;6305320
vitrolles;13127;882117;6266028
coudoux;13111;881864;6274916
marseille;13000;894829;6247498
carro;13500;864714;6249989
calas;13480;890275;6264042
le verger;13500;892770;6261893
le sambuc;13200;839081;6271617
les cayols;13114;896009;6261991
les frères;13120;898473;6260955
les milles;13290;892536;6269670
puyricard;13540;895498;6278655
entressen;13118;855868;6279787
les michels;13790;910510;6264676
laure;13180;879971;6255960
le rouet;13620;876882;6250313
la redonne;13820;878505;6250358
le douard;13740;880002;6254848
les cadeneaux;13170;888820;6258439
notre-dame;13370;892127;6256313
l'estaque;13016;888918;6255105
le logis neuf;13190;901147;6253254
la pomme;13720;897332;6245350
les gorguettes;13720;910693;6259122
le pigeonnier;13720;910693;6259122
la gavotte;13170;890507;6256265
château gombert;13013;897092;6253128
lavéra;13117;864571;6255545
les olives;13013;898783;6250956
la panouse;13008;897435;6242016
vaufrège;13009;899059;6242067
moulès;13280;841211;6285004
les goudes;13008;891036;6238486
les baumettes;13009;896690;6239769
ablon;14600;503995;6925630
agy;14400;425574;6912144
aignerville;14710;415050;6920453
airan;14370;470013;6893496
amayé-sur-orne;14210;449486;6892125
amayé-sur-seulles;14310;428320;6893084
amblie;14480;446914;6916732
amfreville;14860;464858;6910402
ammeville;14170;482438;6874094
anctoville;14240;429884;6895237
angerville;14430;479410;6909825
angoville;14220;452421;6875301
anguerny;14610;452585;6913144
anisy;14610;453944;6910859
annebault;14430;486687;6909550
annebecq;14380;409071;6873981
arganchy;14400;426923;6909853
argences;14370;468687;6896888
arromanches-les-bains;14117;436893;6920523
asnelles;14960;439798;6920391
asnières-en-bessin;14710;414601;6926045
auberville;14640;479709;6917606
aubigny;14700;464089;6873701
audrieu;14250;437686;6906011
aunay-sur-odon;14260;434582;6886112
auquainville;14140;499011;6886847
les autels-st-bazile;14140;487563;6873903
authie;14280;450065;6905460
les authieux-papion;14140;484484;6889597
les authieux-sur-calonne;14130;502161;6914562
auvillars;14340;486481;6903992
avenay;14210;446664;6894475
balleroy;14490;420832;6904577
banneville-la-campagne;14940;465268;6902592
banneville-sur-ajon;14260;439217;6891467
banville;14480;445559;6919019
barbery;14220;455042;6885207
barbeville;14400;427187;6915408
baron-sur-odon;14210;446081;6897841
barou-en-auge;14620;478045;6874261
basly;14610;451179;6914318
basseneville;14670;470545;6906832
bavent;14860;468406;6908031
bayeux;14400;430770;6914126
bazenville;14480;439647;6917057
beaufour;14340;482923;6906352
beaumais;14620;474254;6871069
beaumesnil;14380;408339;6874018
beaumont-en-auge;14950;490447;6912751
bauquay;14260;435363;6887190
bellengreville;14370;465041;6897036
bellou;14140;497277;6879118
benerville-sur-mer;14910;484194;6920775
bénouville;14970;461220;6910552
le bény-bocage;14350;419484;6876806
bény-sur-mer;14440;450452;6914350
bernesq;14710;414047;6914934
bernières-d'ailly;14170;474557;6878847
bernières-le-patry;14410;426225;6864238
bernières-sur-mer;14990;451419;6919875
berville;14170;480537;6881956
beuvillers;14100;499321;6895739
beuvron-en-auge;14430;477654;6902100
biéville-en-auge;14270;478898;6896487
biéville-sur-orne;14112;457488;6908482
la bigne;14260;428006;6886419
billy;14370;466274;6891420
bissières;14370;475208;6895517
blainville-sur-orne;14550;459672;6908390
blangy-le-château;14130;501893;6906780
blay;14400;421317;6914577
blonville-sur-mer;14910;484069;6917440
le bô;14690;447151;6872190
boissey;14170;484276;6884041
la boissière;14340;492027;6895998
bonnebosq;14340;487209;6903965
bonnemaison;14260;438235;6885945
bonneville-la-louvet;14130;505683;6911102
bonneville-sur-touques;14800;490650;6918310
bonnoeil;14700;453106;6874159
bougy;14210;443115;6896859
boulon;14220;451532;6888697
bourgeauville;14430;485315;6911828
bourguébus;14540;459160;6896165
branville;14430;483860;6911882
bray-la-campagne;14190;468420;6890220
brémoy;14260;423409;6882184
bretteville-le-rabet;14190;460888;6884962
bretteville-sur-dives;14170;479202;6885345
bretteville-sur-laize;14680;456644;6888479
bretteville-sur-odon;14760;450649;6902094
le breuil-en-auge;14130;498252;6906906
le breuil-en-bessin;14330;418300;6912497
le brévedent;14130;503349;6906730
la brévière;14140;492848;6878162
bréville;14860;464767;6908179
bricqueville;14710;411195;6916191
brocottes;14430;476197;6902157
brouay;14250;439971;6908134
brucourt;14160;474317;6910023
bucéels;14250;435502;6906111
bully;14320;450312;6894316
burcy;14410;421359;6870036
bures-sur-dives;14670;469000;6904668
bures-les-monts;14350;409350;6879534
le bû-sur-rouvres;14190;467510;6885805
cabourg;14390;491174;6912725
caen;14000;455797;6902987
cagny;14630;462945;6899348
cahagnes;14240;424618;6892146
cahagnolles;14490;425149;6903256
la caine;14210;442669;6886859
cairon;14610;448852;6911079
la cambe;14230;409409;6924078
cambes-en-plaine;14610;453849;6908636
cambremer;14340;484816;6898489
campagnolles;14500;412622;6871577
campandré-valcongrain;14260;438033;6881502
campeaux;14350;412276;6879387
campigny;14490;423392;6912249
canchy;14230;410748;6921783
canon;14270;473574;6891129
canteloup;14370;471605;6896772
carcagny;14740;437838;6909344
cardonville;14230;404328;6924338
carpiquet;14650;448512;6903301
cartigny-l'epinay;14330;408733;6910746
carville;14350;416557;6876949
castillon;14490;423124;6906694
castillon-en-auge;14140;486510;6885070
castilly;14330;406834;6916412
caumont-l'eventé;14240;422482;6893362
cauvicourt;14190;462487;6888235
cauville;14770;438614;6878136
cernay;14290;504743;6883312
cerqueux;14290;507593;6880991
cesny-bois-halbout;14220;451197;6880919
champ-du-boult;14380;406311;6862987
la chapelle-engerbold;14770;436165;6872681
la chapelle-haute-grue;14140;491385;6878215
la chapelle-yvon;14290;504931;6888869
cheffreville-tonnencourt;14140;498934;6884624
chênedollé;14410;423451;6867709
cheux;14210;443363;6902415
chicheboville;14370;464996;6895924
chouain;14250;435604;6908333
cintheaux;14680;460296;6888326
clarbec;14130;491053;6909390
clécy;14570;445052;6874509
cléville;14370;473880;6898908
clinchamps-sur-orne;14320;451675;6892030
colleville-sur-mer;14710;420297;6923536
colleville-montgomery;14880;459904;6913947
colombelles;14460;459532;6905056
colombières;14710;410580;6918449
colombiers-sur-seulles;14480;444007;6916861
colomby-sur-thaon;14610;451130;6913207
combray;14220;448858;6877681
commes;14520;428903;6920896
condé-sur-ifs;14270;471983;6887852
condé-sur-noireau;14110;439577;6866961
condé-sur-seulles;14400;435655;6909444
conteville;14540;464084;6891509
coquainvilliers;14130;497407;6903597
cordebugle;14100;508767;6894305
cordey;14700;463038;6865953
cormolain;14240;419104;6899094
cossesseville;14690;449349;6872095
cottun;14400;424953;6914401
coudray-rabut;14130;494163;6914843
coulombs;14480;440122;6911468
coulvain;14310;428163;6889751
coupesarte;14140;489514;6887186
courcy;14170;476752;6878762
courseulles-sur-mer;14470;449240;6919970
courson;14380;400730;6868839
courtonne-la-meurdrac;14100;504390;6894452
crépon;14480;441927;6919181
cresserons;14440;456268;6914100
cresseveuille;14430;483692;6907436
la cressonnière;14290;507704;6884325
creully;14480;443181;6914671
crèvecoeur-en-auge;14340;482503;6895237
cricqueboeuf;14113;493111;6926013
cricqueville-en-auge;14430;476413;6907714
cricqueville-en-bessin;14450;409578;6927411
cristot;14250;439142;6905945
crocy;14620;474900;6868818
croisilles;14220;447637;6883300
croissanville;14370;473749;6895574
crouay;14400;423499;6914471
la croupte;14140;501088;6883437
culey-le-patry;14220;441541;6878004
cully;14480;443032;6911337
curcy-sur-orne;14220;442619;6885748
cussy;14400;425733;6915478
cuverville;14840;461625;6902742
damblainville;14620;471411;6873406
dampierre;14350;417210;6890278
danestal;14430;483048;6909686
démouville;14840;461625;6902742
le désert;14350;420054;6873439
le détroit;14690;454334;6868542
deux-jumeaux;14230;411586;6923968
dives-sur-mer;14160;474448;6913357
donnay;14220;449589;6877650
douville-en-auge;14430;480223;6912020
douvres-la-délivrande;14440;454087;6914193
dozulé;14430;477869;6907658
drubec;14130;490325;6909416
ducy-ste-marguerite;14250;436332;6908300
écajeul;14270;478642;6889819
écots;14170;482647;6879650
ecrammeville;14710;412871;6920562
ellon;14250;431965;6908502
emiéville;14630;465132;6899258
englesqueville-en-auge;14800;492830;6918230
englesqueville-la-percée;14710;413205;6927229
epaney;14170;467884;6876886
epinay-sur-odon;14310;435618;6892745
epron;14610;454529;6907494
equemauville;14600;496739;6925883
eraines;14700;467661;6871330
ernes;14270;471120;6884547
escoville;14850;463265;6907127
escures-sur-favières;14170;474818;6885515
espins;14220;449830;6883205
esquay-notre-dame;14210;446761;6896697
esquay-sur-seulles;14400;436587;6913856
esson;14220;447491;6879967
estrées-la-campagne;14190;463811;6884842
estry;14410;426645;6873123
eterville;14930;449824;6899903
etouvy;14350;415661;6873653
etréham;14400;423766;6920027
evrecy;14210;444475;6894572
falaise;14700;465463;6871419
familly;14290;506019;6877705
fauguernon;14100;500972;6901247
le faulq;14130;504805;6906680
la ferrière-duval;14770;431401;6880693
la ferrière-harang;14350;416043;6881428
fervaques;14140;498934;6884624
feuguerolles-sur-seulles;14240;432176;6897357
fierville-les-parcs;14130;498330;6909130
firfol;14100;504503;6897787
fleury-sur-orne;14123;453468;6899746
la folletière-abenon;14290;511909;6878623
fontaine-etoupefour;14790;448366;6899967
fontaine-henry;14610;448997;6914413
fontaine-le-pin;14190;459926;6879437
fontenay-le-marmion;14320;455419;6894097
fontenay-le-pesnel;14250;438991;6902611
fontenermont;14380;399091;6865584
formentin;14340;492308;6903779
formigny;14710;416558;6921492
foulognes;14240;421399;6901209
fourches;14620;474124;6867736
fourneaux-le-val;14700;460106;6866074
le fournet;14340;488666;6903911
fourneville;14600;498721;6920247
le fresne-camilly;14480;446767;6913398
fresné-la-mère;14700;471324;6871184
fresney-le-puceux;14680;453818;6890825
fresney-le-vieux;14220;452754;6883079
friardel;14290;508325;6880966
fumichon;14590;508223;6899887
garcelles-secqueville;14540;460527;6893882
garnetot;14170;483902;6874039
le gast;14380;400443;6863287
gavrus;14210;443115;6896859
géfosse-fontenay;14230;403717;6926597
genneville;14600;502429;6922344
gerrots;14430;481382;6904184
giberville;14730;460896;6902772
glanville;14950;486811;6912885
gonneville-sur-honfleur;14600;500367;6925756
gonneville-sur-mer;14510;479538;6913160
gonneville-en-auge;14810;468585;6912477
goupillières;14210;445591;6886730
goustranville;14430;474186;6906688
gouvix;14680;458742;6886165
grainville-langannerie;14190;460888;6884962
grainville-sur-odon;14210;442435;6898003
grandchamp-le-château;14140;485985;6890654
grandmesnil;14170;482396;6872983
grandouet;14340;486357;6900658
grangues;14160;478041;6912104
la graverie;14350;415661;6873653
graye-sur-mer;14470;447788;6920034
grentheville;14540;460758;6899438
grimbosq;14220;447880;6888855
grisy;14170;475419;6882153
guéron;14400;429211;6911972
le ham;14430;474011;6902242
hamars;14220;440327;6883624
hermanville-sur-mer;14880;458450;6914008
hermival-les-vaux;14100;501663;6900110
hérouville-st-clair;14200;458076;6905117
hérouvillette;14850;464721;6907068
heuland;14430;481678;6911965
heurtevent;14140;489962;6879380
hiéville;14170;479160;6884234
la hoguette;14700;467572;6869108
honfleur;14600;498994;6928030
l' hôtellerie;14100;510263;6895368
hotot-en-auge;14430;477611;6900989
hottot-les-bagues;14250;433788;6900623
la houblonnière;14340;488380;6896131
houlgate;14510;476716;6915495
hubert-folie;14540;457748;6897338
huppain;14520;426105;6923256
ifs;14123;455561;6897430
isigny-sur-mer;14230;401977;6921118
les isles-bardel;14690;455706;6866258
janville;14670;470324;6901275
jort;14170;474557;6878847
juaye-mondaye;14250;431861;6906280
jurques;14260;425814;6886522
juvigny-sur-seulles;14250;436077;6902744
laize-la-ville;14320;453135;6891968
la lande-sur-drôme;14240;417319;6892500
la lande-vaumont;14500;415740;6860290
landelles-et-coupigny;14380;406762;6871871
landes-sur-ajon;14310;438537;6892611
langrune-sur-mer;14830;455004;6918608
lantheuil;14480;443858;6913527
lasson;14740;447299;6908921
lassy;14770;431142;6875139
léaupartie;14340;484941;6901823
lécaude;14140;486798;6892850
leffard;14700;458231;6873942
lénault;14770;434122;6876114
lessard-et-le-chêne;14140;489595;6889409
lieury;14170;478990;6879789
lingèvres;14250;432486;6904024
lion-sur-mer;14780;458543;6916231
lisieux;14100;497940;6898013
lison;14330;405209;6913154
lisores;14140;496507;6878032
litteau;14490;415569;6901494
le molay-littry;14330;417573;6912532
livarot;14140;491585;6883772
livry;14240;424777;6895479
le locheur;14210;440827;6894735
les loges-saulces;14700;457999;6868387
longraye;14250;430144;6900792
longues-sur-mer;14400;431082;6920793
longvillers;14310;434735;6889445
loucelles;14250;439243;6908167
louvagny;14170;476666;6876540
louvières;14710;415326;6926009
louvigny;14111;453563;6901969
luc-sur-mer;14530;456363;6916323
magny-en-bessin;14400;433106;6917357
magny-la-campagne;14270;473443;6887795
magny-le-freule;14270;475851;6893266
maisoncelles-la-jourdan;14500;417316;6862439
maisoncelles-pelvey;14310;431814;6889580
maisoncelles-sur-ajon;14210;442038;6889114
maisons;14400;427398;6919853
maisy;14450;405951;6927596
maizet;14210;446566;6892253
maizières;14190;469658;6884605
malloué;14350;409239;6877313
maltot;14930;450456;6897649
mandeville-en-bessin;14710;417846;6918088
manerbe;14340;494414;6901477
manneville-la-pipard;14130;497681;6911379
le manoir;14400;438092;6914901
manvieux;14117;434714;6920624
le marais-la-chapelle;14620;478564;6868677
marolles;14100;508075;6895441
martainville;14220;456175;6877368
martigny-sur-l'ante;14700;459603;6871659
martragny;14740;437940;6911567
mathieu;14920;454672;6910828
may-sur-orne;14320;453960;6894159
méry-corbon;14370;475251;6896628
meslay;14220;451149;6879808
le mesnil-au-grain;14260;436926;6889345
le mesnil-auzouf;14260;425603;6882079
le mesnil-bacley;14140;491505;6881549
le mesnil-benoist;14380;408171;6870686
le mesnil-caussois;14380;405127;6868614
mesnil-clinchamps;14380;408059;6868465
le mesnil-durand;14140;490245;6887159
le mesnil-eudes;14100;494096;6892585
le mesnil-germain;14140;493897;6887027
le mesnil-guillaume;14100;502854;6892279
le mesnil-mauger;14270;482335;6890791
le mesnil-patry;14740;441327;6905846
le mesnil-robert;14380;410424;6871686
le mesnil-simon;14140;488176;6890574
le mesnil-sur-blangy;14130;499863;6911302
le mesnil-villement;14690;452774;6866382
meulles;14290;504593;6878866
meuvaines;14960;440524;6920358
missy;14210;440927;6896957
mittois;14170;482814;6884095
les monceaux;14100;489798;6894966
monceaux-en-bessin;14400;432120;6911835
mondeville;14120;457935;6901783
mondrainville;14210;443164;6897970
monfréville;14230;407061;6920856
montamy;14260;424140;6882149
mont-bertrand;14350;413118;6881572
montchamp;14350;423822;6875484
montchauvet;14350;426908;6878677
monteille;14270;484691;6895155
montfiquet;14490;415679;6903716
montpinçon;14170;486181;6876180
montreuil-en-auge;14340;484899;6900712
monts-en-bessin;14310;437281;6897122
montviette;14140;487849;6881682
morteaux-couliboeuf;14620;475116;6874374
mosles;14400;422313;6920097
mouen;14790;446179;6900063
moult;14370;468643;6895777
les moutiers-en-auge;14620;478649;6870899
les moutiers-hubert;14140;500165;6877905
moyaux;14590;506877;6903271
mutrécy;14220;450167;6890982
neuilly-la-forêt;14230;401689;6915563
neuilly-le-malherbe;14210;442286;6894669
nonant;14400;435757;6911667
norolles;14100;499592;6903520
noron-l'abbaye;14700;461801;6871568
noron-la-poterie;14490;425414;6908811
norrey-en-auge;14620;478734;6873122
norrey-en-bessin;14740;443511;6905748
notre-dame-de-courson;14140;500203;6879016
notre-dame-de-fresnay;14170;484068;6878484
notre-dame-de-livaye;14340;484691;6895155
notre-dame-d'estrées;14340;482629;6898571
noyers-bocage;14210;439519;6898134
olendon;14170;467973;6879108
ondefontaine;14260;430825;6884060
orbois;14240;431498;6898502
osmanville;14230;403487;6922153
les oubeaux;14230;403927;6916561
ouézy;14270;473574;6891129
ouffières;14220;445542;6885618
ouilly-du-houley;14590;505307;6899985
ouilly-le-tesson;14190;464361;6880367
ouilly-le-vicomte;14100;497329;6901374
ouistreham;14150;463540;6913796
ouville-la-bien-tournée;14170;479287;6887568
parfouru-l'éclin;14240;426395;6898742
parfouru-sur-odon;14310;437078;6892678
pennedepie;14600;495367;6928158
percy-en-auge;14270;475635;6887709
périers-en-auge;14160;474404;6912246
périers-sur-le-dan;14112;456221;6912989
périgny;14770;436267;6874903
perrières;14170;470900;6878991
pertheville-ners;14700;471192;6867851
petiville;14390;469223;6910225
pierrefitte-en-cinglais;14690;452278;6871968
pierres;14410;426488;6869791
le pin;14590;505495;6905544
placy;14220;449734;6880983
planquery;14490;420670;6901244
pleines-oeuvres;14380;407043;6877423
le plessis-grimoult;14770;435057;6880524
plumetot;14440;456268;6914100
la pommeraye;14690;449349;6872095
pont-bellanger;14380;409239;6877313
pontécoulant;14110;437529;6870393
pont-l'evêque;14130;494890;6914817
port-en-bessin-huppain;14520;427557;6923187
potigny;14420;463584;6879286
poussy-la-campagne;14540;464814;6891479
préaux-bocage;14210;444228;6889016
le pré-d'auge;14340;492107;6898221
presles;14410;422877;6871076
prêtreville;14140;499128;6890182
proussy;14110;441193;6870228
putot-en-auge;14430;476370;6906603
putot-en-bessin;14740;442883;6908003
quetteville;14130;503729;6917847
ranchy;14400;427028;6912075
ranville;14860;463311;6908239
rapilly;14690;455800;6868480
le reculey;14350;417966;6875767
repentigny;14340;485024;6904046
reux;14130;492629;6912672
reviers;14470;447641;6916700
la rivière-st-sauveur;14600;501895;6927929
robehomme;14860;470590;6907944
rocquancourt;14540;457608;6894004
la rocque;14410;430936;6870696
rocques;14100;499476;6900186
la roque-baignard;14340;488584;6901688
rosel;14740;448754;6908857
rots;14980;447250;6907809
roucamps;14260;435108;6881635
roullours;14500;418945;6865700
rouvres;14190;468107;6882442
rubercy;14710;417737;6915865
