nom;code_postal;longitude;latitude
le pavillon-sainte-julie;10350;0;0
plaines-saint-lange;10250;0;0
pont-sainte-marie;10150;0;0
précy-saint-martin;10500;0;0
rilly-sainte-syre;10280;0;0
rouilly-saint-loup;10800;0;0
saint-andré-les-vergers;10120;0;0
saint-aubin;10400;0;0
saint-benoist-sur-vanne;10160;0;0
saint-benoît-sur-seine;10600;0;0
saint-christophe-dodinicourt;10500;0;0
saint-étienne-sous-barbuise;10700;0;0
saint-flavy;10350;0;0
saint-germain;10120;0;0
saint-hilaire-sous-romilly;10100;0;0
saint-jean-de-bonneval;10320;0;0
saint-julien-les-villas;10800;0;0
saint-léger-près-troyes;10800;0;0
saint-léger-sous-brienne;10500;0;0
saint-léger-sous-margerie;10330;0;0
saint-loup-de-buffigny;10100;0;0
saint-lupien;10350;0;0
saint-lyé;10600;0;0
saint-mards-en-othe;10160;0;0
saint-martin-de-bossenay;10100;0;0
sainte-maure;10150;0;0
saint-mesmin;10280;0;0
saint-nabord-sur-aube;10700;0;0
saint nicolas-la-chapelle;10400;0;0
saint-oulph;10170;0;0
saint-parres-aux-tertres;10410;0;0
saint-parres-lès-vaudes;10260;0;0
saint-phal;10130;0;0
saint-pouange;10120;0;0
saint-rémy-sous-barbuise;10700;0;0
sainte-savine;10300;0;0
saint-thibault;10800;0;0
saint-usage;10360;0;0
vallant-saint-georges;10170;0;0
escueillens;11240;0;0
festes-et-saint-andré;11300;0;0
fleury-d'aude;11560;0;0
mas-saintes-puelles;11400;0;0
saint-andré-de-roquelongue;11200;0;0
saint-benoît;11230;0;0
sainte-camelle;11410;0;0
sainte-colombe-sur-guette;11140;0;0
sainte-colombe-sur-l'hers;11230;0;0
saint-couat-d'aude;11700;0;0
saint-couat-du-razès;11300;0;0
saint-denis;11310;0;0
sainte-eulalie;11170;0;0
saint-ferriol;11500;0;0
saint-frichoux;11800;0;0
saint-gaudéric;11270;0;0
saint-hilaire;11250;0;0
saint-jean-de-barrou;11360;0;0
saint-jean-de-paracol;11260;0;0
saint-julia-de-bec;11500;0;0
saint-julien-de-briola;11270;0;0
saint-just-et-le-bézu;11500;0;0
saint-louis-et-parahou;11500;0;0
saint-martin-des-puits;11220;0;0
saint-martin-de-villereglan;11300;0;0
saint-martin-lalande;11400;0;0
saint-martin-le-vieil;11170;0;0
saint-martin-lys;11500;0;0
saint-michel-de-lanès;11410;0;0
saint-nazaire-d'aude;11120;0;0
saint-papoul;11400;0;0
saint-paulet;11320;0;0
saint-pierre-des-champs;11220;0;0
saint-polycarpe;11300;0;0
saint-sernin;11420;0;0
sainte-valière;11120;0;0
villar-saint-anselme;11250;0;0
anglars-saint-félix;12390;0;0
l'hospitalet-du-larzac;12230;0;0
la roque-sainte-marguerite;12100;0;0
rullac-saint-cirq;12120;0;0
saint-amans-des-cots;12460;0;0
saint-andré-de-najac;12270;0;0
saint-andré-de-vézines;12720;0;0
saint-beaulize;12540;0;0
saint-beauzély;12620;0;0
saint-chély-d'aubrac;12470;0;0
saint-christophe-vallon;12330;0;0
saint-côme-d'olt;12500;0;0
saint-cyprien-sur-dourdou;12320;0;0
sainte-eulalie-d'olt;12130;0;0
sainte-eulalie-de-cernon;12230;0;0
saint-félix-de-lunel;12320;0;0
saint-félix-de-sorgues;12400;0;0
sainte-geneviève-sur-argence;12420;0;0
saint-geniez-d'olt;12130;0;0
saint-georges-de-luzençon;12100;0;0
saint-hippolyte;12140;0;0
saint-igest;12260;0;0
saint-izaire;12480;0;0
saint-jean-d'alcapiès;12250;0;0
saint-jean-delnous;12170;0;0
saint-jean-du-bruel;12230;0;0
saint-jean-et-saint-paul;12250;0;0
sainte-juliette-sur-viaur;12120;0;0
saint-just-sur-viaur;12800;0;0
saint-laurent-de-lévézou;12620;0;0
saint-laurent-d'olt;12560;0;0
saint-léons;12780;0;0
saint-martin-de-lenne;12130;0;0
saint-parthem;12300;0;0
sainte-radegonde;12850;0;0
saint-rémy;12200;0;0
saint-rome-de-cernon;12490;0;0
saint-rome-de-tarn;12490;0;0
saint-salvadou;12200;0;0
saint-saturnin-de-lenne;12560;0;0
saint-sernin-sur-rance;12380;0;0
saint-sever-du-moustier;12370;0;0
saint-victor-et-melvieu;12400;0;0
les-pennes-mirabeau;13170;0;0
port-saint-louis-du-rhône;13230;0;0
le puy-sainte-réparade;13610;0;0
saint-andiol;13670;0;0
saint-antonin-sur-bayon;13100;0;0
saint-cannat;13760;0;0
saint-chamas;13250;0;0
saint-estève-janson;13610;0;0
saint-étienne-du-grès;13103;0;0
saint-marc-jaumegarde;13100;0;0
saintes-maries-de-la-mer;13460;0;0
saint-martin-de-crau;13310;0;0
saint-mitre-les-remparts;13920;0;0
saint-paul-lez-durance;13115;0;0
saint-rémy-de-provence;13210;0;0
saint-savournin;13119;0;0
saint-victoret;13730;0;0
les autels-saint-bazile;14140;0;0
ducy-sainte-marguerite;14250;0;0
hérouville-saint-clair;14200;0;0
l'hôtellerie;14100;0;0
la rivière-saint-sauveur;14600;0;0
saint-agnan-le-malherbe;14260;0;0
saint-aignan-de-cramesnil;14540;0;0
saint-andré-d'hébertot;14130;0;0
saint-andré-sur-orne;14320;0;0
saint-arnoult;14800;0;0
saint-aubin-d'arquenay;14970;0;0
saint-aubin-des-bois;14380;0;0
saint-aubin-sur-mer;14750;0;0
saint-charles-de-percy;14350;0;0
saint-côme-de-fresné;14960;0;0
saint-contest;14280;0;0
sainte-croix-grand-tonne;14740;0;0
sainte-croix-sur-mer;14480;0;0
saint-cyr-du-ronceray;14290;0;0
saint-denis-de-mailloc;14100;0;0
saint-denis-de-méré;14110;0;0
saint-denis-maisoncelles;14350;0;0
saint-désir;14100;0;0
saint-étienne-la-thillaye;14950;0;0
sainte-foy-de-montgommery;14140;0;0
saint-gâtien-des-bois;14130;0;0
saint-georges-d'aunay;14260;0;0
saint-georges-en-auge;14140;0;0
saint-germain-d'ectot;14240;0;0
saint-germain-de-livet;14100;0;0
saint-germain-du-crioult;14110;0;0
saint-germain-du-pert;14230;0;0
saint-germain-la-blanche-herbe;14280;0;0
saint-germain-langot;14700;0;0
saint-germain-le-vasson;14190;0;0
sainte-honorine-de-ducy;14240;0;0
sainte-honorine-des-pertes;14520;0;0
sainte-honorine-du-fay;14210;0;0
saint-hymer;14130;0;0
saint-jean-de-livet;14100;0;0
saint-jean-des-essartiers;14350;0;0
saint-jean-le-blanc;14770;0;0
saint-jouin;14430;0;0
saint-julien-de-mailloc;14290;0;0
saint-julien-le-faucon;14140;0;0
saint-julien-sur-calonne;14130;0;0
saint-lambert;14570;0;0
saint-laurent-de-condel;14220;0;0
saint-laurent-du-mont;14340;0;0
saint-laurent-sur-mer;14710;0;0
saint-léger-dubosq;14430;0;0
saint-louet-sur-seulles;14310;0;0
saint-loup-de-fribois;14340;0;0
saint-loup-hors;14400;0;0
saint-manvieu-bocage;14380;0;0
sainte-marguerite-d'elle;14330;0;0
sainte-marguerite-des-loges;14140;0;0
sainte-marguerite-de-viette;14140;0;0
sainte-marie-laumont;14350;0;0
sainte-marie-outre-l'eau;14380;0;0
saint-martin-aux-chartrains;14130;0;0
saint-martin-de-blagny;14710;0;0
saint-martin-de-fontenay;14320;0;0
saint-martin-de-fresnay;14170;0;0
saint-martin-de-la-lieue;14100;0;0
saint-martin-de-mailloc;14100;0;0
saint-martin-de-mieux;14700;0;0
saint-martin-de-sallen;14220;0;0
saint-martin-des-besaces;14350;0;0
saint-martin-des-entrées;14400;0;0
saint-martin-don;14350;0;0
saint-martin-du-mesnil-oury;14140;0;0
saint-michel-de-livet;14140;0;0
saint-omer;14220;0;0
saint-ouen-des-besaces;14350;0;0
saint-ouen-du-mesnil-oger;14670;0;0
saint-ouen-le-houx;14140;0;0
saint-ouen-le-pin;14340;0;0
saint-pair;14670;0;0
saint-paul-du-vernay;14490;0;0
saint-pierre-azif;14950;0;0
saint-pierre-canivet;14700;0;0
saint-pierre-de-mailloc;14290;0;0
saint-pierre-des-ifs;14100;0;0
saint-pierre-du-bû;14700;0;0
saint-pierre-du-fresne;14260;0;0
saint-pierre-du-jonquet;14670;0;0
saint-pierre-du-mont;14450;0;0
saint-pierre-la-vieille;14770;0;0
saint-pierre-sur-dives;14170;0;0
saint-pierre-tarentaine;14350;0;0
saint-rémy;14570;0;0
saint-samson;14670;0;0
saint-sever-calvados;14380;0;0
saint-sylvain;14190;0;0
saint-vaast-en-auge;14640;0;0
saint-vaast-sur-seulles;14250;0;0
saint-vigor-des-mézerets;14770;0;0
saint-vigor-le-grand;14400;0;0
soumont-saint-quentin;14420;0;0
vieux bourg;14130;0;0
anglards-de-saint-flour;15100;0;0
ferrières-saint-mary;15170;0;0
riom-ès-montagne;15400;0;0
roannes-saint-mary;15220;0;0
saint-amandin;15190;0;0
sainte-anastasie;15170;0;0
saint-antoine;15220;0;0
saint-bonnet-de-condat;15190;0;0
saint-bonnet-de-salers;15140;0;0
saint-cernin;15310;0;0
saint-chamant;15140;0;0
saint-cirgues-de-jordanne;15590;0;0
saint-cirgues-de-malbert;15140;0;0
saint-clément;15800;0;0
saint-constant;15600;0;0
saint-étienne-cantalès;15150;0;0
saint-étienne-de-carlat;15130;0;0
saint-étienne-de-maurs;15600;0;0
saint-étienne-de-chomeil;15400;0;0
sainte-eulalie;15140;0;0
saint-georges;15100;0;0
saint-gérons;15150;0;0
saint-illide;15310;0;0
saint-jacques-des-blats;15580;0;0
saint-julien-de-toursac;15600;0;0
saint-mamet-la-salvetat;15220;0;0
saint-marc;15390;0;0
sainte-marie;15230;0;0
saint-martial;15110;0;0
saint-martin-cantalès;15140;0;0
saint-martin-sous-vigouroux;15230;0;0
saint-martin-valmeroux;15140;0;0
saint-mary-le-plain;15500;0;0
saint-paul-des-landes;15250;0;0
saint-paul-de-salers;15140;0;0
saint-pierre;15350;0;0
saint-poncy;15500;0;0
saint-projet-de-salers;15140;0;0
saint-rémy-de-chaudes-aigues;15110;0;0
saint-santin-cantalès;15150;0;0
saint-santin-de-maurs;15600;0;0
saint-saturnin;15190;0;0
saint-saury;15290;0;0
saint-simon;15130;0;0
saint-urcize;15110;0;0
védrines-saint-loup;15100;0;0
baignes-sainte-radegonde;16360;0;0
boutiers-saint-trojan;16100;0;0
l'isle-d'espagnac;16340;0;0
lézignac-durand;16310;0;0
mallaville;16120;0;0
saint-adjutory;16310;0;0
saint-amant;16190;0;0
saint-amant-de-boixe;16330;0;0
saint-amant-de-bonnieure;16230;0;0
saint-amant-de-nouère;16170;0;0
saint-angeau;16230;0;0
saint-aulais-la-chapelle;16300;0;0
saint-avit;16210;0;0
saint-bonnet;16300;0;0
saint-brice;16100;0;0
saint-ciers-sur-bonnieure;16230;0;0
saint-claud;16450;0;0
saint-cybardeaux;16170;0;0
saint-eutrope;16190;0;0
saint-fort-sur-le-né;16130;0;0
saint-fraigne;16140;0;0
saint-front;16460;0;0
saint-genis-d'hiersac;16570;0;0
saint-georges;16700;0;0
saint-germain-de-confolens;16500;0;0
saint-germain-de-montbron;16380;0;0
saint-gourson;16700;0;0
saint-groux;16230;0;0
saint-laurent-de-belzagot;16190;0;0
saint-laurent-de-céris;16450;0;0
saint-laurent-de-cognac;16100;0;0
saint-laurent-des-combes;16480;0;0
saint-martin-du-clocher;16700;0;0
saint-mary;16260;0;0
saint-maurice-des-lions;16500;0;0
saint-même-les-carrières;16720;0;0
saint-michel;16470;0;0
saint-palais-du-né;16300;0;0
saint-preuil;16130;0;0
saint-projet-saint-constant;16110;0;0
saint-quentin-sur-charente;16150;0;0
saint-quentin-de-chalais;16210;0;0
saint-saturnin;16290;0;0
sainte-sévère;16200;0;0
saint-séverin;16390;0;0
saint-simeux;16120;0;0
saint-simon;16120;0;0
saint-sornin;16220;0;0
sainte-souline;16480;0;0
saint-sulpice-de-cognac;16370;0;0
saint-sulpice-de-ruffec;16460;0;0
saint-vallier;16480;0;0
saint-yrieix-sur-charente;16710;0;0
le-vieux-cérier;16350;0;0
vitrac-saint-vincent;16310;0;0
île d'aix;17123;0;0
l'éguille;17600;0;0
la-gripperie-saint-symphorien;17620;0;0
l'houmeau;17137;0;0
nieul-lès-saintes;17810;0;0
saint-agnant;17620;0;0
saint-aigulin;17360;0;0
saint-andré-de-lidon;17260;0;0
saint-augustin;17570;0;0
saint-bonnet-sur-gironde;17150;0;0
saint-bris-des-bois;17770;0;0
saint-christophe;17220;0;0
saint-ciers-champagne;17520;0;0
saint-ciers-du-taillon;17240;0;0
saint-clément-des-baleines;17590;0;0
saint-coutant-le-grand;17430;0;0
saint-crépin;17380;0;0
saint-cyr-du-doret;17170;0;0
saint-denis-d'oléron;17650;0;0
saint-dizant-du-bois;17150;0;0
saint-dizant-du-gua;17240;0;0
saint-eugène;17520;0;0
saint-félix;17330;0;0
saint-fort-sur-gironde;17240;0;0
saint-froult;17780;0;0
saint-genis-de-saintonge;17240;0;0
saint-georges-de-didonne;17110;0;0
saint-georges-de-longuepierre;17470;0;0
saint-georges-des-agoûts;17150;0;0
saint-georges-des-côteaux;17810;0;0
saint-georges-d'oléron;17190;0;0
saint-georges-du-bois;17700;0;0
saint-germain-de-lusignan;17500;0;0
saint-germain-de-marencennes;17700;0;0
saint-germain-de-vibrac;17500;0;0
saint-germain-du-seudre;17240;0;0
saint-grégoire-d'ardennes;17240;0;0
saint-hilaire-de-villefranche;17770;0;0
saint-hilaire-du-bois;17500;0;0
saint-hippolyte;17430;0;0
saint-jean-d'angély;17400;0;0
saint-jean-d'angle;17620;0;0
saint-jean-de-liversay;17170;0;0
saint-julien-de-l'escap;17400;0;0
saint-laurent-de-la-barrière;17380;0;0
saint-laurent-de-la-prée;17450;0;0
saint-léger;17800;0;0
sainte-lheurine;17520;0;0
saint-maigrin;17520;0;0
saint-mandé-sur-brédoire;17470;0;0
saint-mard;17700;0;0
sainte-marie-de-ré;17740;0;0
saint-martial;17330;0;0
saint-martial-de-mirambeau;17150;0;0
saint-martial-de-vitaterne;17500;0;0
saint-martial-sur-né;17520;0;0
saint-martin-d'ary;17270;0;0
saint-martin-de-coux;17360;0;0
saint-martin-de-juillers;17400;0;0
saint-martin-de-ré;17410;0;0
saint-maurice-de-tavernole;17500;0;0
saint-médard-d'aunis;17220;0;0
sainte-même;17770;0;0
saint-nazaire-sur-charente;17780;0;0
saint-ouen-d'aunis;17230;0;0
saint-ouen;17490;0;0
saint-palais-de-négrignac;17210;0;0
saint-palais-de-phiolin;17800;0;0
saint-palais-sur-mer;17420;0;0
saint-pardoult;17400;0;0
saint-pierre-d'amilly;17700;0;0
saint-pierre-de-juillers;17400;0;0
saint-pierre-de-l'île;17330;0;0
saint-pierre-d'oléron;17310;0;0
saint-pierre-du-palais;17270;0;0
saint-porchaire;17250;0;0
saint-quantin-de-rancanne;17800;0;0
sainte-ramée;17240;0;0
saint-rogatien;17220;0;0
saint-romain-sur-gironde;17240;0;0
saint-romain-de-benet;17600;0;0
saint-saturnin-du-bois;17700;0;0
saint-sauveur-d'aunis;17540;0;0
saint-savinien;17350;0;0
saint-seurin-de-palenne;17800;0;0
saint-séverin-sur-boutonne;17330;0;0
saint-sigismond-de-clermont;17240;0;0
saint-simon-de-bordes;17500;0;0
saint-simon-de-pellouaille;17260;0;0
saint-sorlin-de-cônac;17150;0;0
saint-sornin;17600;0;0
sainte-soulle;17220;0;0
saint-sulpice-d'arnoult;17250;0;0
saint-sulpice-de-royan;17200;0;0
saint-thomas-de-cônac;17150;0;0
saint-trojan-les-bains;17370;0;0
saint-vaize;17100;0;0
saint-vivien;17220;0;0
saint-xandre;17138;0;0
saintes;17100;0;0
la chapelle-saint-ursin;18570;0;0
ids-saint-roch;18170;0;0
saint-aignan-des-noyers;18600;0;0
saint-ambroix;18290;0;0
saint-baudel;18160;0;0
saint-bouize;18300;0;0
saint-caprais;18400;0;0
saint-céols;18220;0;0
saint-christophe-le-chaudry;18270;0;0
saint-denis-de-palin;18130;0;0
saint-doulchard;18230;0;0
saint-éloy-de-gy;18110;0;0
saint-florent-sur-cher;18400;0;0
saint-georges-de-poisieux;18200;0;0
saint-georges-sur-la-prée;18100;0;0
saint-georges-sur-moulon;18110;0;0
saint-germain-des-bois;18340;0;0
saint-germain-du-puy;18390;0;0
saint-hilaire-de-court;18100;0;0
saint-hilaire-de-gondilly;18320;0;0
saint-hilaire-en-lignières;18160;0;0
saint-jeanvrin;18370;0;0
saint-just;18340;0;0
saint-léger-le-petit;18140;0;0
saint-loup-des-chaumes;18190;0;0
sainte-lunaise;18340;0;0
saint-martin-d'auxigny;18110;0;0
saint-martin-des-champs;18140;0;0
saint-michel-de-volangis;18390;0;0
sainte-montaine;18700;0;0
saint-outrille;18310;0;0
saint-palais;18110;0;0
saint-pierre-les-bois;18170;0;0
saint-pierre-les-étieux;18210;0;0
saint-priest-la-marche;18370;0;0
saint-satur;18300;0;0
saint-saturnin;18370;0;0
sainte-solange;18220;0;0
saint-symphorien;18190;0;0
sainte-thorette;18500;0;0
saint-vitte;18360;0;0
la chapelle-aux-saints;19120;0;0
la chapelle-saint-géraud;19430;0;0
l'église-aux-bois;19170;0;0
montaignac-saint-hippolyte;19300;0;0
saint-angel;19200;0;0
saint-augustin;19390;0;0
saint-aulaire;19130;0;0
saint-bazile-de-la-roche;19320;0;0
saint-bazile-de-meyssac;19500;0;0
saint-bonnet-elvert;19380;0;0
saint-bonnet-la-rivière;19130;0;0
saint-bonnet-l'enfantier;19410;0;0
saint-bonnet-les-tours-de-merle;19430;0;0
saint-bonnet-près-bort;19200;0;0
saint-cernin-de-larche;19600;0;0
saint-chamant;19380;0;0
saint-cirgues-la-loutre;19220;0;0
saint-clément;19700;0;0
saint-cyprien;19130;0;0
saint-cyr-la-roche;19130;0;0
saint-éloy-les-tuileries;19210;0;0
saint-étienne-aux-clos;19200;0;0
saint-étienne-la-geneste;19160;0;0
saint-exupéry-les-roches;19200;0;0
sainte-féréole;19270;0;0
sainte-fortunade;19490;0;0
saint-fréjoux;19200;0;0
saint-geniez-ô-merle;19220;0;0
saint-germain-lavolps;19290;0;0
saint-germain-les-vergnes;19330;0;0
saint-hilaire-foissac;19550;0;0
saint-hilaire-les-courbes;19170;0;0
saint-hilaire-luc;19160;0;0
saint-hilaire-peyroux;19560;0;0
saint-hilaire-taurieux;19400;0;0
saint-jal;19700;0;0
saint-julien-aux-bois;19220;0;0
saint-julien-le-pélerin;19430;0;0
saint-julien-le-vendômois;19210;0;0
saint-julien-maumont;19500;0;0
saint-julien-près-bort;19110;0;0
sainte-marie-lapanouze;19160;0;0
saint-martial-de-gimel;19150;0;0
saint-martial-entraygues;19400;0;0
saint-martin-la-méanne;19320;0;0
saint-martin-sepert;19210;0;0
saint-merd-de-lapleau;19320;0;0
saint-merd-les-oussines;19170;0;0
saint-méxant;19330;0;0
saint-pantaléon-de-lapleau;19160;0;0
saint-pantaléon-de-larche;19600;0;0
saint-pardoux-corbier;19210;0;0
saint-pardoux-la-croisille;19320;0;0
saint-pardoux-le-vieux;19200;0;0
saint-pardoux-l'ortigier;19270;0;0
saint-paul;19150;0;0
saint-priest-de-gimel;19800;0;0
saint-privat;19220;0;0
saint-rémy;19290;0;0
saint-robert;19310;0;0
saint-salvadour;19700;0;0
saint-setiers;19290;0;0
saint-solve;19130;0;0
saint-sornin-lavolps;19230;0;0
saint-sulpice-les-bois;19250;0;0
saint-sylvain;19380;0;0
saint-viance;19240;0;0
saint-victour;19200;0;0
saint-ybard;19140;0;0
saint-yrieix-le-déjalat;19300;0;0
alise-sainte-reine;21150;0;0
champ d'oiseau;21500;0;0
chevigny-saint-sauveur;21800;0;0
chorey;21200;0;0
curtil-saint-seine;21380;0;0
l'étang-vergy;21220;0;0
grésigny-sainte-reine;21150;0;0
magny-saint-médard;21310;0;0
montigny-saint-barthélemy;21390;0;0
mont-saint-jean;21320;0;0
morey-saint-denis;21220;0;0
moutiers-saint-jean;21500;0;0
noiron sur seine;21400;0;0
nuits-saint-georges;21700;0;0
saint-andeux;21530;0;0
saint-anthot;21540;0;0
saint-apollinaire;21850;0;0
saint-bernard;21700;0;0
saint-broing-les-moines;21290;0;0
saint-euphrône;21140;0;0
saint-germain-de-modéon;21530;0;0
saint-germain-le-rocheux;21510;0;0
saint-germain-lès-senailly;21500;0;0
saint-germain-source-seine;21690;0;0
saint-hélier;21690;0;0
saint-jean-de-boeuf;21410;0;0
saint-jean-de-losne;21170;0;0
saint-julien;21490;0;0
saint-léger-triey;21270;0;0
saint-marc-sur-seine;21450;0;0
sainte-marie-la-blanche;21200;0;0
sainte-marie-sur-ouche;21410;0;0
saint-martin-de-la-mer;21210;0;0
saint-maurice-sur-vingeanne;21610;0;0
saint-mesmin;21540;0;0
saint-nicolas-lès-cîteaux;21700;0;0
saint-philibert;21220;0;0
saint-pierre-en-vaux;21230;0;0
saint-prix-lès-arnay;21230;0;0
saint-romain;21190;0;0
sainte-sabine;21320;0;0
saint-sauveur;21270;0;0
saint-seine-en-bâche;21130;0;0
saint-seine-l'abbaye;21440;0;0
saint-seine-sur-vingeanne;21610;0;0
saint-symphorien-sur-saône;21170;0;0
saint-thibault;21350;0;0
saint-usage;21170;0;0
saint-victor-sur-ouche;21410;0;0
saulx-le duc;21120;0;0
torcy-et pouligny;21460;0;0
villotte-saint-seine;21690;0;0
l'hermitage-lorge;22150;0;0
penguilly;22510;0;0
saint-adrien;22390;0;0
saint-agathon;22200;0;0
saint-alban;22400;0;0
saint-andré-des-eaux;22630;0;0
saint-barnabé;22600;0;0
saint-bihy;22800;0;0
saint-brandan;22800;0;0
saint-brieuc;22000;0;0
saint-caradec;22600;0;0
saint-carné;22100;0;0
saint-carreuc;22150;0;0
saint-cast-le-guildo;22380;0;0
saint-clet;22260;0;0
saint-connan;22480;0;0
saint-connec;22530;0;0
saint-denoual;22400;0;0
saint-donan;22800;0;0
saint-étienne-du-gué-de-l'isle;22210;0;0
saint-fiacre;22720;0;0
saint-gelven;22570;0;0
saint-gildas;22800;0;0
saint-gilles-du-mené;22330;0;0
saint-gilles-les-bois;22290;0;0
saint-gilles-pligeaux;22480;0;0
saint-glen;22510;0;0
saint-gouéno;22330;0;0
saint-guen;22530;0;0
saint-hélen;22100;0;0
saint-hervé;22460;0;0
saint-jacut-de-la-mer;22750;0;0
saint-jacut-du-mené;22330;0;0
saint-jean-kerdaniel;22170;0;0
saint-jouan-de-l'isle;22350;0;0
saint-judoce;22630;0;0
saint-julien;22940;0;0
saint-juvat;22630;0;0
saint-launeuc;22230;0;0
saint-lormel;22130;0;0
saint-maden;22350;0;0
saint-martin-des-prés;22320;0;0
saint-maudan;22600;0;0
saint-maudez;22980;0;0
saint-mayeux;22320;0;0
saint-michel-de-plélan;22980;0;0
saint-michel-en-grève;22300;0;0
saint-nicolas-du-pélem;22480;0;0
saint-péver;22720;0;0
saint-potan;22550;0;0
saint-quay-perros;22700;0;0
saint-quay-portrieux;22410;0;0
saint-rieul;22270;0;0
saint-samson-sur-rance;22100;0;0
saint-thélo;22460;0;0
sainte-tréphine;22480;0;0
saint-trimoël;22510;0;0
saint-vran;22230;0;0
saint-igeaux;22570;0;0
bord-saint-georges;23230;0;0
bussière-saint-georges;23600;0;0
chambon-sainte-croix;23220;0;0
la chapelle-baloüe;23160;0;0
la chapelle-saint-martial;23250;0;0
lourdoueix-saint-pierre;23360;0;0
saint-agnant-de-versillat;23300;0;0
saint-agnant-près-crocq;23260;0;0
saint-alpinien;23200;0;0
saint-amand;23200;0;0
saint-amand-jartoudeix;23400;0;0
saint-avit-de-tardes;23200;0;0
saint-avit-le-pauvre;23480;0;0
saint-bard;23260;0;0
saint-chabrais;23130;0;0
saint-christophe;23000;0;0
saint-dizier-la-tour;23130;0;0
saint-dizier-les-domaines;23270;0;0
saint-dizier-leyrenne;23400;0;0
saint-domet;23190;0;0
saint-éloi;23000;0;0
saint-étienne-de-fursac;23290;0;0
saint-fiel;23000;0;0
saint-frion;23500;0;0
saint-georges-la-pouge;23250;0;0
saint-georges-nigremont;23500;0;0
saint-germain-beaupré;23160;0;0
saint-goussaud;23430;0;0
saint-hilaire-la-plaine;23150;0;0
saint-hilaire-le-château;23250;0;0
saint-julien-la-genète;23110;0;0
saint-julien-le-châtel;23130;0;0
saint-junien-la-bregère;23400;0;0
saint-laurent;23000;0;0
saint-léger-bridereix;23300;0;0
saint-léger-le-guérétois;23000;0;0
saint-loup;23130;0;0
saint-maixant;23200;0;0
saint-marc-à-frongier;23200;0;0
saint-marc-à-loubaud;23460;0;0
saint-marien;23600;0;0
saint-martial-le-mont;23150;0;0
saint-martial-le-vieux;23100;0;0
saint-martin-château;23460;0;0
saint-martin-sainte-catherine;23430;0;0
saint-maurice-près-crocq;23260;0;0
saint-maurice-la-souterraine;23300;0;0
saint-merd-la-breuille;23100;0;0
saint-michel-de-veisse;23480;0;0
saint-moreil;23400;0;0
saint-oradoux-de-chirouze;23100;0;0
saint-oradoux-près-crocq;23260;0;0
saint-pardoux-d'arnet;23260;0;0
saint-pardoux-le-neuf;23200;0;0
saint-pardoux-les-cards;23150;0;0
saint-pierre-de-fursac;23290;0;0
saint-pierre-bellevue;23460;0;0
saint-pierre-le-bost;23600;0;0
saint-priest;23110;0;0
saint-priest-la-feuille;23300;0;0
saint-priest-la-plaine;23240;0;0
saint-priest-palus;23400;0;0
saint-quentin-la-chabanne;23500;0;0
saint-sébastien;23160;0;0
saint-silvain-bas-le-roc;23600;0;0
saint-silvain-montaigut;23320;0;0
saint-silvain-sous-toulx;23140;0;0
saint-sulpice-le-dunois;23800;0;0
saint-sulpice-le-guérétois;23000;0;0
saint-sulpice-les-champs;23480;0;0
saint-vaury;23320;0;0
saint-yrieix-la-montagne;23460;0;0
saint-yrieix-les-bois;23150;0;0
toulx-sainte-croix;23600;0;0
bouteilles-saint-sébastien;24320;0;0
cénac-et-saint-julien;24250;0;0
la chapelle-saint-jean;24390;0;0
couze-et-saint-front;24150;0;0
grand brassac;24350;0;0
lamonzie-saint-martin;24680;0;0
marcillac-saint-quentin;24200;0;0
paussac-et-saint-vivien;24310;0;0
saint-amand-de-belvès;24170;0;0
saint-amand-de-coly;24290;0;0
saint-amand-de-vergt;24380;0;0
saint-andré-d'allas;24200;0;0
saint-andré-de-double;24190;0;0
saint-antoine-cumond;24410;0;0
saint-antoine-d'auberoche;24330;0;0
saint-antoine-de-breuilh;24230;0;0
saint-aquilin;24110;0;0
saint-aubin-de-cadelech;24500;0;0
saint-aubin-de-lanquais;24560;0;0
saint-aubin-de-nabirat;24250;0;0
saint-aulaye;24410;0;0
saint-avit-de-vialard;24260;0;0
saint-avit-rivière;24540;0;0
saint-avit-sénieur;24440;0;0
saint-barthélemy-de-bussière;24360;0;0
saint-capraise-de-lalinde;24150;0;0
saint-capraise-d'eymet;24500;0;0
saint-cassien;24540;0;0
saint-cernin-de-labarde;24560;0;0
saint-cernin-de-l'herm;24550;0;0
saint-chamassy;24260;0;0
saint-cirq;24260;0;0
saint-crépin-d'auberoche;24330;0;0
saint-crépin-de-richemont;24310;0;0
saint-crépin-et-carlucet;24590;0;0
sainte-croix-de-mareuil;24340;0;0
saint-cybranet;24250;0;0
saint-cyprien;24220;0;0
saint-cyr-les-champagnes;24270;0;0
saint-étienne-de-puycorbier;24400;0;0
sainte-eulalie-d'ans;24640;0;0
sainte-eulalie-d'eymet;24500;0;0
saint-félix-de-bourdeilles;24340;0;0
saint-félix-de-reillac-et-mortemart;24260;0;0
saint-félix-de-villadeix;24510;0;0
sainte-foy-de-belvès;24170;0;0
sainte-foy-de-longas;24510;0;0
saint-front-d'alemps;24460;0;0
saint-front-de-pradoux;24400;0;0
saint-front-la-rivière;24300;0;0
saint-front-sur-nizonne;24300;0;0
saint-geniès;24590;0;0
saint-géraud-de-corps;24700;0;0
saint-germain-de-belvès;24170;0;0
